Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,true,false,0
2,true,true,true,true,0
3,false,false,true,false,1
4,true,false,true,false,0
5,true,false,false,false,2
6,true,true,false,true,2
7,false,true,true,false,4
8,false,false,false,false,3
9,true,true,true,false,4
10,true,true,true,false,4
11,true,false,true,false,0
12,false,true,false,true,0
13,false,false,true,true,5
14,true,false,false,true,5
15,false,false,true,false,1
16,false,true,false,false,4
17,true,true,false,false,4
18,false,true,true,true,4
19,true,false,true,false,0
20,true,false,false,false,2
21,false,false,false,false,3
22,true,false,false,true,5
23,true,true,true,false,4
24,false,false,false,true,5
25,true,true,true,true,5
26,false,true,true,false,4
27,false,false,true,false,1
28,true,false,true,true,5
29,false,true,true,true,5
30,false,false,false,true,5
31,false,false,false,true,5
32,true,true,false,false,4
33,true,true,false,true,4
34,false,false,true,false,1
35,true,true,false,true,1
36,true,true,true,true,1
37,true,true,false,false,4
38,true,false,true,false,0
39,false,false,false,false,3
