Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,false,4
2,false,false,false,true,5
3,false,true,false,true,5
4,false,true,true,true,5
5,true,true,true,false,4
6,false,false,true,true,5
7,true,true,true,false,4
8,true,false,false,true,5
9,false,true,true,false,4
10,true,false,true,false,0
11,false,true,true,false,4
12,false,false,false,true,5
13,false,false,false,true,5
14,false,false,false,false,3
15,true,false,true,true,5
