Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,true,5
2,false,true,false,false,4
3,true,false,false,false,2
4,false,false,false,false,3
5,true,false,true,false,0
6,false,true,true,false,4
7,false,true,false,true,4
8,true,false,true,false,0
9,false,true,true,true,0
10,true,false,true,true,5
11,false,false,false,true,5
12,true,true,true,false,4
13,true,false,true,true,5
14,false,true,true,false,4
15,true,true,false,false,4
16,true,false,true,false,0
17,false,false,false,true,5
18,false,true,true,false,4
19,false,false,true,false,1
20,true,true,true,true,1
21,true,true,false,true,1
22,true,false,true,false,0
23,true,true,false,false,4
24,false,true,true,false,4
25,false,false,false,false,3
26,false,true,false,false,4
27,true,true,true,true,4
28,true,false,true,true,5
29,true,true,true,true,5
30,true,false,true,false,0
31,true,false,true,true,5
32,false,true,false,false,4
33,false,true,true,true,4
34,false,true,true,true,4
35,false,false,true,true,5
36,false,false,false,true,5
37,true,false,true,false,0
