Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,false,true,3
2,true,false,false,false,2
3,false,true,false,false,4
4,true,false,true,false,0
5,false,false,true,true,5
6,true,true,false,false,4
7,false,false,false,true,5
8,true,true,true,true,5
9,true,true,false,false,4
10,false,false,false,true,5
11,true,false,true,true,5
12,true,false,true,false,0
13,true,true,true,false,4
14,true,true,true,true,4
15,false,true,true,false,4
16,false,true,true,false,4
17,true,false,false,false,2
18,true,true,false,false,4
19,false,false,true,true,5
20,false,true,true,true,5
21,false,true,true,false,4
