Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,true,true,false,true,5
3,true,false,false,true,5
4,false,false,false,true,5
5,false,false,true,false,1
6,true,false,false,true,5
7,true,false,false,false,2
8,false,true,false,false,4
9,false,true,true,true,4
10,false,true,true,true,4
11,false,true,false,false,4
12,true,false,true,true,5
13,true,false,false,true,5
14,false,true,true,false,4
15,true,true,false,false,4
16,false,true,true,false,4
17,false,true,true,true,4
18,false,true,true,false,4
19,true,true,true,false,4
20,true,true,false,false,4
21,true,true,false,false,4
22,false,true,false,true,4
23,false,false,true,false,1
24,true,true,true,false,4
25,true,false,true,false,0
26,true,false,false,true,5
27,true,true,false,true,5
28,false,true,false,false,4
29,false,true,true,true,4
30,true,false,true,true,5
31,false,true,true,false,4
32,false,true,false,false,4
33,true,true,true,false,4
34,false,false,true,false,1
35,true,true,true,true,1
36,true,true,false,true,1
37,false,false,true,true,5
38,false,true,true,true,5
39,false,false,true,false,1
40,true,false,false,true,5
41,false,false,true,true,5
