Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,false,false,4
2,true,false,false,false,2
3,false,false,true,true,5
4,false,true,false,false,4
5,true,false,true,false,0
6,false,true,true,false,4
7,true,true,false,true,4
8,false,true,true,true,4
9,true,true,true,false,4
10,false,true,false,false,4
11,true,false,true,true,5
12,false,false,true,false,1
13,true,true,false,false,4
14,false,false,true,true,5
15,false,false,true,true,5
16,true,false,true,false,0
17,true,false,false,false,2
18,false,true,true,false,4
