Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,false,4
2,false,false,true,false,1
3,true,true,false,false,4
4,false,false,false,true,5
5,true,true,true,true,5
6,false,true,true,false,4
7,true,true,false,true,4
8,false,false,false,false,3
9,false,true,false,true,3
10,true,true,false,true,3
11,false,true,false,true,3
12,true,false,true,false,0
13,true,true,true,false,4
14,false,true,true,true,4
15,false,false,false,false,3
16,true,false,false,true,5
17,false,false,true,false,1
18,false,true,true,false,4
19,false,false,true,true,5
20,false,true,true,true,5
21,true,true,false,true,5
