Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,true,5
2,false,true,false,false,4
3,true,false,true,true,5
4,true,false,false,true,5
5,false,true,false,false,4
6,false,false,false,false,3
7,false,true,true,false,4
8,true,true,true,true,4
9,false,true,false,false,4
10,true,true,true,false,4
11,true,false,false,true,5
12,false,false,false,true,5
13,true,true,true,false,4
14,false,true,false,true,4
15,false,true,false,false,4
16,false,false,false,true,5
17,false,true,true,true,5
18,false,true,true,false,4
19,true,true,false,true,4
20,false,true,true,true,4
21,true,true,true,false,4
22,false,false,false,true,5
23,true,true,false,false,4
24,true,false,true,true,5
25,true,false,false,true,5
26,false,true,true,true,5
27,false,false,false,true,5
28,true,false,true,true,5
29,false,true,false,false,4
30,false,true,false,true,4
31,true,true,true,true,4
32,false,true,false,true,4
33,true,true,false,false,4
34,true,true,true,false,4
35,false,true,true,true,4
36,true,true,false,true,4
37,false,false,false,false,3
38,false,false,true,false,1
39,false,false,true,false,1
40,true,true,false,true,1
41,false,false,false,true,5
42,true,false,false,true,5
43,false,false,true,true,5
44,false,true,true,true,5
45,false,false,true,false,1
46,false,true,false,false,4
47,true,true,true,false,4
48,false,false,false,false,3
49,true,false,false,false,2
50,true,false,true,true,5
51,false,false,true,true,5
52,false,true,true,true,5
