Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,true,5
2,false,false,false,true,5
3,true,false,true,false,0
4,true,true,true,true,0
5,true,false,false,true,5
6,true,true,true,false,4
7,true,true,true,false,4
8,false,true,false,true,4
9,false,false,true,false,1
10,true,false,false,true,5
11,false,false,false,false,3
12,false,false,false,true,5
13,false,true,false,true,5
14,false,false,false,true,5
15,false,false,true,true,5
16,false,true,false,true,5
17,false,false,false,false,3
18,true,true,true,true,3
19,false,true,true,true,3
20,false,false,false,true,5
21,true,true,false,false,4
22,true,true,true,false,4
23,true,true,false,false,4
24,true,true,true,false,4
25,false,true,true,false,4
26,true,false,false,true,5
27,false,true,true,false,4
28,true,false,false,true,5
29,true,false,false,true,5
30,true,true,false,false,4
31,false,true,false,true,4
32,false,false,true,true,5
33,true,false,true,true,5
34,true,false,true,true,5
35,true,true,false,false,4
36,true,true,true,false,4
37,false,false,false,true,5
38,false,true,true,false,4
39,false,false,false,false,3
40,true,true,false,false,4
41,true,true,false,false,4
42,false,true,true,true,4
43,true,true,false,true,4
44,true,false,false,false,2
45,true,true,false,true,2
46,true,true,true,true,2
47,true,false,false,false,2
48,false,false,true,true,5
