Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,false,4
2,false,false,false,true,5
3,false,false,false,true,5
4,true,false,false,false,2
5,false,false,true,true,5
6,false,false,false,true,5
7,true,false,true,false,0
8,false,true,true,true,0
9,false,false,true,false,1
10,true,false,true,false,0
11,false,false,true,false,1
12,true,true,true,true,1
13,false,true,false,true,1
14,true,true,true,true,1
15,false,true,true,false,4
16,true,false,true,true,5
17,true,false,true,true,5
18,true,true,true,true,5
19,false,false,true,true,5
20,false,true,false,false,4
21,false,true,true,false,4
22,false,false,true,false,1
23,false,false,true,true,5
24,true,false,false,true,5
25,false,false,false,false,3
26,false,true,false,true,3
27,true,false,false,true,5
28,true,true,false,false,4
