Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,true,5
2,false,true,false,true,5
3,true,true,false,true,5
4,true,false,true,false,0
5,true,false,false,false,2
6,false,false,false,false,3
7,false,true,true,false,4
8,true,true,true,true,4
9,true,false,false,false,2
10,true,false,false,true,5
11,false,true,false,true,5
12,true,true,true,true,5
13,true,false,true,false,0
14,false,true,true,false,4
15,false,true,true,true,4
16,true,false,true,true,5
17,true,true,false,true,5
18,false,true,true,false,4
19,true,true,true,true,4
20,true,false,false,true,5
21,true,false,true,true,5
22,false,true,true,true,5
23,true,true,true,true,5
