Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,true,false,0
2,false,true,true,true,0
3,true,false,false,false,2
4,true,true,true,true,2
5,false,true,true,true,2
6,false,true,true,true,2
7,true,true,false,false,4
8,true,true,true,false,4
9,true,true,true,true,4
10,true,true,false,true,4
11,true,true,false,true,4
12,false,true,true,true,4
13,false,false,true,true,5
14,false,false,false,false,3
15,false,false,false,true,5
16,false,false,true,false,1
17,true,false,false,true,5
18,true,false,true,true,5
19,false,false,true,false,1
20,true,false,true,false,0
21,true,false,true,true,5
22,false,true,true,false,4
23,false,true,false,true,4
24,false,false,true,true,5
25,true,false,true,false,0
26,true,false,false,false,2
27,true,false,false,true,5
28,true,true,true,true,5
