Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,false,4
2,true,true,false,false,4
3,false,false,true,false,1
4,true,false,true,false,0
5,true,false,true,false,0
6,false,true,false,false,4
7,false,true,false,true,4
8,true,true,false,false,4
9,true,true,true,false,4
10,true,true,false,false,4
11,true,true,false,false,4
12,true,true,true,true,4
13,false,false,false,true,5
14,true,false,true,false,0
15,true,false,false,false,2
16,true,true,true,false,4
17,true,false,true,true,5
18,false,true,true,true,5
19,true,true,false,true,5
20,false,false,true,true,5
21,false,false,true,true,5
22,true,false,false,true,5
23,true,true,true,true,5
24,false,false,false,false,3
25,false,true,false,false,4
