Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,true,3
2,false,false,false,false,3
3,true,true,false,true,3
4,true,false,true,false,0
5,true,true,false,false,4
6,false,true,false,true,4
7,true,false,false,true,5
8,false,false,true,false,1
9,true,true,true,true,1
10,false,true,true,false,4
11,true,true,false,true,4
12,true,true,true,true,4
13,true,false,false,true,5
14,true,true,true,true,5
15,true,true,false,true,5
16,false,true,true,false,4
17,false,false,true,true,5
18,true,false,true,false,0
19,false,false,true,true,5
20,false,false,false,false,3
21,false,false,true,false,1
22,false,false,true,false,1
23,false,false,true,false,1
24,true,true,true,false,4
