Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,false,false,true,true,5
3,true,false,false,false,2
4,true,false,false,false,2
5,true,true,true,true,2
6,true,true,true,false,4
7,false,false,false,false,3
8,true,false,true,false,0
9,false,false,true,true,5
10,false,false,false,true,5
11,true,true,false,true,5
12,false,false,false,true,5
13,false,true,false,false,4
14,false,true,true,false,4
15,false,true,false,false,4
16,false,false,false,true,5
17,false,true,false,true,5
18,true,false,true,false,0
19,true,true,true,false,4
20,true,true,false,false,4
21,true,true,false,true,4
22,true,true,true,true,4
23,false,true,true,false,4
24,false,false,false,false,3
25,false,true,true,true,3
26,false,false,false,true,5
27,false,false,false,true,5
28,true,true,true,false,4
29,false,true,true,true,4
30,false,true,true,false,4
