Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,false,1
2,false,true,true,false,4
3,true,true,true,true,4
4,false,false,true,false,1
5,true,false,false,true,5
6,true,false,false,false,2
7,false,true,false,false,4
8,true,false,false,false,2
9,true,false,false,false,2
10,false,true,true,true,2
11,true,true,true,false,4
12,false,true,true,false,4
13,false,false,true,false,1
14,false,true,false,true,1
15,false,false,true,false,1
16,true,false,false,true,5
17,false,true,true,true,5
18,true,false,true,true,5
19,true,false,true,false,0
20,false,true,false,false,4
21,false,false,false,false,3
22,true,false,true,true,5
23,false,true,true,false,4
24,false,true,false,true,4
25,true,false,false,false,2
26,false,false,true,false,1
27,false,true,false,true,1
28,true,false,false,true,5
29,false,false,true,false,1
30,true,false,false,false,2
31,false,true,true,false,4
32,true,true,false,true,4
33,false,true,false,false,4
34,false,true,false,true,4
35,true,false,false,true,5
36,false,true,true,true,5
37,true,true,true,true,5
38,false,false,false,true,5
39,false,true,false,true,5
40,false,false,true,true,5
41,true,false,true,false,0
