Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,false,4
2,true,true,false,false,4
3,false,true,true,true,4
4,true,false,false,false,2
5,true,true,false,false,4
6,true,true,false,true,4
7,true,false,false,true,5
8,true,false,false,true,5
9,false,true,false,false,4
10,false,false,false,true,5
11,false,false,false,true,5
12,false,false,false,true,5
13,false,true,false,true,5
14,true,false,true,false,0
15,true,true,true,true,0
16,false,true,true,false,4
17,false,true,false,false,4
18,false,false,false,false,3
19,true,true,true,true,3
20,false,true,false,false,4
21,true,false,true,true,5
22,false,false,false,true,5
23,true,false,false,false,2
24,true,true,false,true,2
25,true,true,false,false,4
26,false,false,false,false,3
27,true,false,false,false,2
28,false,false,false,true,5
29,false,true,true,true,5
30,true,false,true,true,5
