Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,true,true,false,false,4
3,true,false,true,false,0
4,false,false,false,false,3
5,false,true,false,false,4
6,false,true,false,true,4
7,false,false,true,true,5
8,false,true,true,false,4
9,false,false,false,true,5
10,false,true,true,true,5
11,false,true,false,false,4
12,false,true,true,true,4
13,true,true,true,false,4
14,false,true,false,true,4
15,true,false,false,false,2
16,false,false,true,true,5
17,true,true,true,false,4
18,true,true,false,false,4
19,false,true,true,true,4
20,true,true,true,false,4
21,true,false,false,true,5
22,false,false,true,true,5
23,false,true,true,false,4
24,false,true,true,true,4
25,true,true,false,true,4
26,false,false,true,false,1
27,false,false,true,true,5
28,true,false,false,true,5
29,true,true,false,false,4
30,false,true,false,false,4
31,false,false,true,true,5
32,true,false,true,true,5
33,true,true,true,false,4
34,true,true,false,false,4
35,true,true,false,true,4
36,false,true,false,false,4
37,true,true,false,true,4
38,false,false,true,false,1
39,false,false,true,true,5
