Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,false,false,4
2,false,true,true,false,4
3,true,true,false,false,4
4,true,false,false,true,5
5,false,false,true,true,5
6,false,true,false,false,4
7,true,true,true,false,4
8,true,true,true,true,4
9,false,false,true,true,5
10,true,false,false,true,5
11,true,true,false,true,5
12,true,false,false,true,5
13,true,true,false,true,5
14,true,false,true,false,0
15,false,false,true,true,5
16,false,true,false,true,5
17,true,false,false,true,5
18,true,false,true,true,5
19,false,false,false,false,3
20,true,true,false,true,3
21,true,true,true,false,4
22,false,true,false,false,4
23,true,true,true,true,4
24,true,false,false,false,2
25,true,false,true,true,5
26,true,true,true,true,5
27,false,true,true,true,5
