Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,false,4
2,false,true,true,true,4
3,false,true,true,true,4
4,true,true,true,false,4
5,true,true,true,true,4
6,false,false,false,false,3
7,false,false,false,true,5
8,true,false,true,false,0
9,false,false,true,false,1
10,false,true,true,true,1
11,true,true,true,true,1
12,false,false,false,false,3
13,false,true,false,false,4
14,false,true,false,false,4
15,false,false,false,true,5
16,false,true,true,false,4
17,false,true,false,false,4
18,false,false,true,true,5
19,true,false,true,false,0
20,false,true,false,false,4
21,false,true,false,true,4
22,false,false,true,false,1
23,true,true,true,true,1
24,false,true,false,true,1
25,true,true,true,false,4
26,false,false,true,true,5
27,false,false,true,false,1
28,false,true,false,false,4
29,true,false,true,false,0
30,true,true,true,false,4
31,true,false,true,true,5
32,true,true,true,true,5
