Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,false,1
2,true,true,false,false,4
3,true,true,false,false,4
4,false,true,true,false,4
5,true,false,false,false,2
6,true,false,true,true,5
7,false,true,true,true,5
8,true,true,false,true,5
9,false,true,false,true,5
10,true,false,false,true,5
11,true,false,false,false,2
12,true,true,false,true,2
13,false,false,false,true,5
14,true,true,true,true,5
