Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,true,3
2,true,false,true,true,5
3,true,true,true,true,5
4,true,true,true,false,4
5,false,true,true,false,4
6,false,true,true,true,4
7,true,false,false,true,5
8,true,true,false,true,5
9,true,false,true,true,5
10,true,true,true,false,4
11,false,true,false,true,4
12,false,false,true,true,5
13,true,false,false,true,5
14,false,true,false,true,5
15,true,true,true,true,5
16,true,true,true,true,5
17,true,false,true,false,0
18,true,true,false,true,0
19,true,true,true,true,0
20,true,false,false,true,5
21,true,true,true,true,5
22,true,true,false,true,5
23,false,true,false,true,5
24,false,true,true,false,4
25,false,true,true,true,4
26,false,false,false,false,3
27,true,true,true,true,3
28,true,false,true,false,0
29,true,false,true,true,5
30,true,false,false,true,5
31,false,true,false,true,5
32,false,false,true,true,5
33,true,false,false,false,2
34,false,true,false,false,4
35,false,false,true,true,5
36,true,true,false,true,5
37,true,false,true,true,5
38,false,false,true,false,1
39,false,false,true,false,1
40,true,false,true,false,0
41,true,false,false,true,5
42,true,false,false,true,5
43,true,false,false,false,2
44,false,false,true,false,1
45,true,true,false,true,1
46,true,false,false,false,2
47,true,true,false,false,4
48,true,true,false,false,4
49,true,false,true,true,5
50,true,true,true,false,4
