Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,true,5
2,false,false,true,true,5
3,true,false,true,false,0
4,false,false,true,true,5
5,true,false,true,true,5
6,true,false,false,false,2
7,true,true,false,true,2
8,true,false,false,true,5
9,true,true,false,true,5
10,false,false,false,false,3
11,false,true,false,false,4
12,false,false,false,false,3
13,true,false,false,false,2
14,true,false,true,false,0
15,true,false,true,true,5
16,false,true,true,false,4
17,true,false,true,false,0
18,true,true,false,false,4
19,false,true,false,false,4
20,true,true,true,false,4
21,true,true,true,true,4
