Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,false,4
2,false,false,false,true,5
3,false,false,false,false,3
4,false,true,false,false,4
5,true,true,true,true,4
6,true,false,false,false,2
7,false,false,true,false,1
8,true,true,false,true,1
9,true,false,false,true,5
10,true,false,false,false,2
11,false,false,true,true,5
12,true,false,false,false,2
13,false,true,true,false,4
14,false,false,true,true,5
15,true,true,false,true,5
16,true,false,false,true,5
17,false,false,false,false,3
18,false,true,false,true,3
19,false,false,true,false,1
20,true,true,true,false,4
21,false,true,true,true,4
22,true,false,true,true,5
23,true,true,false,false,4
24,true,false,true,false,0
25,false,false,true,true,5
26,true,false,true,false,0
