Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,false,false,4
2,false,true,false,false,4
3,true,true,true,false,4
4,true,false,false,true,5
5,false,false,false,true,5
6,false,false,false,false,3
7,false,false,false,true,5
8,false,false,true,false,1
9,false,false,true,false,1
10,true,true,false,true,1
11,true,true,false,true,1
12,true,false,false,true,5
13,false,true,false,true,5
14,false,true,true,false,4
15,false,false,true,false,1
16,true,true,true,false,4
17,true,false,false,false,2
18,false,true,false,false,4
19,false,true,true,false,4
20,true,true,false,false,4
21,true,false,true,false,0
22,false,true,false,true,0
23,false,true,false,true,0
24,true,true,true,true,0
25,true,true,true,false,4
26,true,true,false,true,4
27,false,true,false,true,4
28,false,true,true,true,4
29,true,false,false,false,2
30,false,false,true,true,5
