Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,true,false,0
2,true,true,false,false,4
3,false,false,false,true,5
4,true,true,false,true,5
5,true,true,false,false,4
6,false,false,true,true,5
7,false,false,true,false,1
8,false,false,false,true,5
9,false,true,true,false,4
10,false,false,true,true,5
11,true,true,true,true,5
12,true,false,false,false,2
13,false,true,false,false,4
14,false,false,false,false,3
15,true,true,true,true,3
16,false,true,false,false,4
17,true,false,true,true,5
