Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,false,true,3
2,true,false,false,true,5
3,false,true,false,true,5
4,false,false,false,false,3
5,false,true,false,false,4
6,true,true,false,false,4
7,true,false,true,false,0
8,true,false,true,true,5
9,false,false,false,true,5
10,false,true,true,false,4
11,true,false,false,true,5
12,false,true,false,true,5
13,true,true,true,false,4
14,false,true,false,false,4
15,true,false,false,true,5
16,false,false,true,false,1
17,true,true,false,false,4
18,true,true,true,true,4
19,true,false,true,true,5
20,true,false,true,false,0
21,false,true,false,true,0
22,false,false,false,true,5
23,true,true,true,true,5
24,false,true,false,true,5
25,false,false,true,false,1
26,true,true,false,false,4
27,true,true,true,true,4
28,true,false,true,false,0
29,false,false,false,false,3
