Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,true,true,false,false,4
3,true,true,true,false,4
4,true,false,true,false,0
5,false,true,false,true,0
6,false,true,false,true,0
7,true,false,false,true,5
8,false,true,false,false,4
9,false,false,true,false,1
10,true,false,false,false,2
11,false,true,false,true,2
12,false,true,false,false,4
13,true,false,false,true,5
14,true,false,true,true,5
15,false,false,true,true,5
16,true,false,true,false,0
