Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,false,false,4
2,false,true,true,false,4
3,true,false,false,true,5
4,false,false,true,false,1
5,true,true,true,false,4
6,true,false,false,false,2
7,true,false,true,false,0
8,true,true,true,true,0
9,true,true,true,true,0
10,false,false,false,true,5
11,false,true,false,false,4
12,true,false,true,false,0
13,true,true,false,true,0
14,false,true,true,false,4
15,false,true,false,true,4
16,false,false,false,false,3
17,false,false,true,true,5
18,false,true,false,true,5
