Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,false,false,4
2,true,true,true,false,4
3,false,true,true,true,4
4,true,false,false,false,2
5,true,true,false,false,4
6,true,true,false,true,4
7,false,false,false,false,3
8,false,true,false,false,4
9,true,false,true,true,5
10,false,false,false,false,3
11,false,true,true,true,3
12,true,true,false,false,4
13,true,true,true,true,4
14,false,true,false,false,4
15,true,false,true,true,5
16,true,true,true,true,5
17,false,false,false,false,3
18,true,false,true,true,5
19,false,true,true,true,5
20,true,true,false,true,5
21,true,true,true,true,5
22,true,false,false,false,2
23,true,true,false,false,4
