Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,true,3
2,true,true,true,false,4
3,false,false,true,true,5
4,false,true,true,true,5
5,false,false,false,false,3
6,false,false,true,false,1
7,true,false,true,true,5
8,true,true,false,true,5
9,false,true,false,false,4
10,true,true,false,false,4
11,true,true,true,false,4
12,false,false,false,false,3
13,true,true,true,true,3
14,true,false,true,false,0
15,false,false,true,false,1
16,false,true,false,true,1
17,false,false,false,true,5
18,true,false,true,true,5
19,false,false,false,true,5
20,false,true,false,true,5
21,false,true,false,true,5
22,false,true,false,true,5
23,false,true,true,true,5
24,true,true,true,true,5
25,true,false,true,false,0
26,true,false,false,true,5
27,false,true,false,false,4
28,false,true,false,true,4
29,true,true,true,false,4
30,false,true,false,false,4
31,true,false,false,true,5
32,true,false,true,true,5
33,true,true,false,false,4
34,true,false,true,true,5
35,false,false,false,false,3
36,false,false,false,false,3
37,false,true,false,true,3
38,false,true,false,true,3
39,false,false,false,true,5
40,false,false,true,true,5
41,false,false,false,true,5
42,true,false,true,true,5
43,false,false,false,true,5
44,true,false,false,true,5
45,true,true,true,true,5
46,false,false,false,true,5
47,false,false,true,true,5
48,false,false,true,true,5
49,false,false,true,false,1
50,false,false,true,true,5
51,true,false,false,false,2
52,false,true,false,true,2
53,true,true,true,true,2
54,true,true,true,true,2
55,false,true,true,true,2
56,false,true,false,true,2
