Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,false,4
2,false,true,true,false,4
3,false,false,false,false,3
4,true,false,true,true,5
5,true,false,true,true,5
6,true,true,true,true,5
7,false,true,true,true,5
8,true,false,true,true,5
9,true,false,true,true,5
10,false,true,false,false,4
11,true,true,true,false,4
12,false,false,true,true,5
13,true,false,true,true,5
14,true,true,false,true,5
15,false,true,false,true,5
16,true,false,true,false,0
17,true,false,true,true,5
18,true,true,true,true,5
19,false,true,true,true,5
20,false,true,false,false,4
21,false,true,true,true,4
22,true,true,false,true,4
23,false,true,false,false,4
24,false,true,false,true,4
25,true,false,true,true,5
26,false,false,true,true,5
27,false,true,false,true,5
28,true,true,false,true,5
29,true,true,false,false,4
30,false,true,false,false,4
31,false,false,true,true,5
32,false,true,true,true,5
33,false,true,false,true,5
34,true,true,true,true,5
35,true,true,false,false,4
36,true,true,true,true,4
37,true,false,true,true,5
38,true,true,true,true,5
39,false,false,true,false,1
40,false,false,false,true,5
41,true,false,true,false,0
42,false,true,true,true,0
43,false,true,false,false,4
44,true,true,true,false,4
45,true,true,false,false,4
46,true,false,false,false,2
47,false,false,false,false,3
48,true,true,true,true,3
49,true,false,false,false,2
