Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,true,false,false,true,5
3,true,false,false,true,5
4,true,true,false,true,5
5,false,false,false,false,3
6,true,false,true,false,0
7,true,true,true,true,0
8,true,true,true,true,0
9,true,false,false,true,5
10,false,false,true,false,1
11,true,false,false,false,2
12,false,false,true,false,1
13,true,false,false,true,5
14,true,false,true,false,0
15,false,true,false,false,4
16,false,true,false,false,4
17,false,false,false,true,5
18,true,false,true,false,0
19,false,false,false,false,3
20,true,false,true,false,0
21,false,true,true,true,0
22,true,false,true,true,5
23,true,false,true,false,0
24,false,false,false,true,5
