Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,false,2
2,false,true,true,false,4
3,false,false,false,false,3
4,false,false,false,true,5
5,true,false,true,true,5
6,true,true,true,true,5
7,true,true,false,false,4
8,true,false,false,true,5
9,false,false,false,true,5
10,false,true,true,true,5
11,false,true,false,true,5
12,true,true,true,true,5
13,false,false,true,false,1
14,true,false,true,true,5
15,true,false,false,true,5
16,false,false,false,true,5
17,true,true,false,false,4
18,false,false,false,true,5
19,true,true,false,true,5
20,true,false,false,false,2
21,true,true,false,false,4
22,false,false,false,false,3
23,true,false,false,true,5
24,false,false,false,false,3
25,false,true,false,false,4
26,true,true,false,true,4
27,false,false,false,false,3
28,true,true,false,true,3
29,true,false,true,false,0
30,true,true,false,true,0
31,true,false,true,true,5
32,false,true,true,false,4
33,false,true,false,false,4
34,true,true,false,false,4
35,false,true,true,false,4
36,false,true,true,true,4
37,false,true,true,true,4
38,false,true,false,true,4
39,false,false,false,true,5
40,false,false,false,false,3
41,false,false,false,true,5
42,true,true,false,false,4
