Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,false,true,3
2,true,false,false,false,2
3,false,true,false,false,4
4,true,true,false,true,4
5,true,true,true,false,4
6,true,false,false,false,2
7,false,false,false,false,3
8,true,true,false,false,4
9,true,false,false,false,2
10,false,false,false,false,3
11,true,true,true,true,3
12,true,false,true,false,0
13,true,false,true,false,0
14,false,false,false,true,5
15,true,false,true,true,5
16,false,false,false,true,5
17,true,false,true,true,5
18,true,true,true,false,4
19,false,false,true,true,5
20,false,false,true,false,1
21,false,true,true,true,1
22,true,false,true,false,0
23,true,true,false,false,4
24,false,false,true,true,5
25,false,false,true,true,5
26,true,true,false,false,4
27,false,true,true,false,4
28,true,false,false,true,5
29,true,true,true,false,4
30,true,false,false,true,5
31,false,false,true,false,1
32,true,true,true,true,1
33,false,false,false,false,3
34,false,true,true,true,3
35,true,true,true,false,4
36,false,true,false,false,4
37,false,false,false,false,3
38,true,true,true,false,4
39,true,true,true,true,4
