Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,false,4
2,false,true,false,false,4
3,false,false,false,true,5
4,false,true,false,false,4
5,true,false,true,true,5
6,true,false,true,true,5
7,false,false,true,true,5
8,true,true,false,false,4
9,true,false,false,true,5
10,false,true,false,true,5
11,true,true,true,false,4
12,true,true,true,true,4
13,true,false,false,true,5
14,true,false,true,true,5
15,false,true,false,true,5
16,true,true,true,true,5
17,false,true,true,false,4
18,false,false,true,true,5
19,false,true,false,true,5
20,true,true,true,false,4
21,true,false,true,true,5
22,true,false,true,true,5
23,true,false,true,true,5
24,false,true,true,false,4
25,false,true,false,true,4
26,false,false,true,true,5
27,false,true,false,true,5
28,false,false,true,true,5
29,false,false,false,true,5
30,false,false,false,true,5
31,true,false,false,true,5
32,true,true,true,false,4
33,true,false,true,true,5
