Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,false,4
2,true,false,false,true,5
3,false,true,false,true,5
4,true,false,false,false,2
5,false,false,true,false,1
6,true,true,false,false,4
7,true,true,true,true,4
8,false,true,true,false,4
9,false,true,true,false,4
10,true,true,true,false,4
11,true,true,false,false,4
12,true,false,false,false,2
13,true,true,false,false,4
14,false,false,true,false,1
15,false,false,true,false,1
16,false,false,true,true,5
17,true,false,false,true,5
18,false,false,false,false,3
19,true,false,true,false,0
