Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,true,3
2,true,false,false,false,2
3,true,true,true,true,2
4,false,true,false,false,4
5,true,false,true,false,0
6,true,true,false,true,0
7,true,true,false,false,4
8,true,false,false,false,2
9,true,true,true,false,4
10,false,true,false,true,4
11,false,false,false,false,3
12,false,true,true,true,3
13,false,true,false,false,4
14,true,true,false,true,4
15,false,true,true,false,4
16,true,true,true,true,4
17,false,true,true,false,4
18,false,true,true,false,4
19,true,true,true,true,4
20,true,true,false,true,4
21,false,false,false,false,3
22,false,false,true,true,5
23,true,true,true,true,5
24,true,true,false,false,4
25,true,true,false,true,4
26,true,true,false,false,4
27,false,false,false,false,3
28,true,false,false,true,5
29,false,false,false,true,5
30,false,false,false,true,5
31,false,false,false,true,5
32,false,false,true,true,5
33,false,true,false,true,5
34,true,false,true,false,0
35,true,true,false,true,0
36,false,true,false,false,4
37,false,false,false,true,5
38,true,false,false,false,2
39,false,false,true,true,5
40,true,true,false,false,4
41,true,true,false,true,4
42,true,false,false,true,5
43,false,true,false,false,4
44,false,true,true,true,4
45,true,true,false,true,4
46,false,false,false,true,5
47,false,false,true,true,5
48,true,false,false,true,5
49,false,true,true,true,5
50,true,true,true,false,4
51,false,true,false,true,4
52,false,true,true,false,4
