Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,false,1
2,false,false,true,true,5
3,false,false,false,false,3
4,false,false,false,false,3
5,true,true,true,false,4
6,true,false,false,false,2
7,false,false,true,true,5
8,true,true,false,false,4
9,false,true,false,true,4
10,true,true,false,false,4
11,true,true,false,false,4
12,false,false,true,true,5
13,true,false,true,true,5
14,false,false,false,false,3
15,true,true,true,true,3
16,false,true,true,false,4
17,true,false,true,true,5
18,false,false,false,false,3
19,true,false,false,false,2
20,true,true,true,false,4
21,false,true,false,true,4
22,false,false,true,false,1
