Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,false,3
2,false,false,false,true,5
3,false,true,true,true,5
4,false,true,true,false,4
5,false,false,false,true,5
6,false,true,false,true,5
7,true,true,false,true,5
8,false,false,false,false,3
9,true,false,true,true,5
10,false,true,true,false,4
11,true,true,true,false,4
12,true,true,false,false,4
13,false,false,true,false,1
14,true,true,false,false,4
15,true,false,false,true,5
16,false,false,false,false,3
17,false,false,true,false,1
18,true,false,true,true,5
19,true,true,true,false,4
20,false,true,false,true,4
21,true,true,true,true,4
22,true,true,true,true,4
23,false,false,true,true,5
24,true,false,true,false,0
25,false,false,false,false,3
26,false,false,false,false,3
27,false,true,true,true,3
28,false,false,true,true,5
29,true,false,true,false,0
30,true,false,true,true,5
31,false,false,true,false,1
32,true,true,false,false,4
33,true,false,true,false,0
34,false,true,false,false,4
