Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,false,2
2,true,true,true,true,2
3,false,false,true,false,1
4,true,false,true,true,5
5,false,true,true,false,4
6,true,false,false,false,2
7,true,true,false,false,4
8,true,true,true,false,4
9,true,false,false,false,2
10,false,true,false,false,4
11,true,false,true,true,5
12,true,true,false,true,5
13,true,false,false,false,2
14,true,false,false,true,5
15,true,true,false,false,4
16,false,true,true,true,4
17,false,false,true,false,1
18,true,false,true,false,0
19,false,false,false,false,3
20,false,false,false,false,3
21,true,false,true,true,5
22,true,false,false,false,2
23,false,true,false,true,2
24,false,true,true,false,4
25,false,true,true,false,4
26,false,false,true,false,1
27,true,true,false,true,1
28,false,true,false,false,4
29,true,false,true,false,0
30,true,false,true,false,0
31,true,true,false,false,4
32,false,true,false,true,4
33,true,false,true,true,5
