Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,false,false,4
2,false,true,true,false,4
3,false,true,false,false,4
4,true,false,false,false,2
5,false,false,false,false,3
6,true,true,false,false,4
7,true,true,true,false,4
8,true,true,false,true,4
9,false,false,false,true,5
10,true,true,false,true,5
11,false,true,false,false,4
12,true,false,true,true,5
13,true,true,true,true,5
14,false,false,false,false,3
15,true,true,false,true,3
16,true,true,true,true,3
17,true,true,true,true,3
18,true,true,true,false,4
19,true,true,true,true,4
20,false,false,false,false,3
21,false,false,true,false,1
22,true,true,true,true,1
23,false,true,false,true,1
24,true,false,false,false,2
25,false,false,false,true,5
26,true,true,true,false,4
27,false,false,false,true,5
28,false,false,false,false,3
29,false,true,true,false,4
30,false,true,true,false,4
