Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,false,4
2,false,false,true,false,1
3,false,false,true,false,1
4,false,true,false,false,4
5,true,false,false,false,2
6,false,true,true,false,4
7,false,true,true,true,4
8,true,true,false,true,4
9,true,true,false,false,4
10,false,false,false,true,5
11,true,true,false,true,5
12,true,true,false,false,4
13,false,false,true,true,5
14,true,false,true,false,0
15,true,false,false,false,2
16,true,false,true,false,0
17,false,false,false,true,5
18,false,true,false,true,5
19,false,true,true,false,4
20,false,true,true,true,4
21,false,true,true,false,4
22,false,true,true,false,4
23,true,false,true,false,0
24,false,false,true,true,5
25,false,true,true,false,4
26,true,true,false,false,4
27,false,false,false,false,3
28,true,true,true,false,4
29,true,false,false,false,2
30,false,false,false,false,3
31,true,false,true,false,0
32,false,false,false,true,5
33,true,true,true,false,4
34,true,false,true,true,5
35,true,false,false,false,2
36,false,true,false,false,4
37,false,false,false,true,5
38,false,false,false,true,5
39,false,false,true,true,5
