Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,true,3
2,false,false,true,false,1
3,false,false,true,false,1
4,false,false,true,false,1
5,true,true,false,true,1
6,true,true,false,true,1
7,false,true,false,true,1
8,true,false,false,false,2
9,true,false,true,true,5
10,true,false,true,true,5
11,false,false,false,false,3
12,false,false,false,false,3
13,true,false,true,true,5
14,false,true,false,true,5
15,false,false,true,true,5
16,true,true,true,true,5
17,false,false,true,true,5
18,false,true,true,false,4
19,false,false,true,true,5
20,true,true,false,true,5
21,false,true,true,true,5
22,false,false,false,false,3
23,false,false,true,false,1
