Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,true,5
2,false,true,false,false,4
3,true,false,true,true,5
4,false,false,true,false,1
5,false,false,false,false,3
6,false,true,true,true,3
7,true,true,false,true,3
8,false,true,false,false,4
9,false,false,false,false,3
10,true,true,true,false,4
11,false,false,true,false,1
12,false,false,false,true,5
13,true,true,false,false,4
14,true,false,true,false,0
15,false,false,false,true,5
16,true,true,true,true,5
17,true,true,false,false,4
18,true,false,false,false,2
19,true,true,false,true,2
20,false,true,false,true,2
21,true,true,true,false,4
22,false,false,true,true,5
23,false,false,true,true,5
24,true,false,true,false,0
25,true,true,true,false,4
26,false,false,true,true,5
27,true,true,false,false,4
28,false,false,true,false,1
29,true,true,false,false,4
30,false,false,false,true,5
31,false,false,true,false,1
32,false,false,false,true,5
