Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,false,2
2,true,false,true,false,0
3,true,true,true,true,0
4,true,true,true,false,4
5,true,true,true,false,4
6,false,true,false,true,4
7,true,false,true,false,0
8,true,true,false,false,4
9,false,true,true,false,4
10,true,false,true,false,0
11,false,true,false,false,4
12,false,false,false,false,3
13,true,false,false,false,2
14,true,true,true,true,2
15,false,false,true,true,5
16,false,true,false,true,5
17,false,false,true,false,1
18,false,false,false,false,3
19,true,false,true,false,0
20,false,false,false,false,3
21,false,true,false,false,4
22,false,true,false,true,4
23,false,true,false,true,4
24,false,false,true,false,1
25,true,true,true,false,4
26,false,true,true,false,4
27,true,true,false,false,4
28,false,false,true,true,5
29,false,true,true,false,4
30,false,false,true,true,5
31,true,true,false,false,4
32,false,false,false,true,5
33,false,false,false,true,5
34,true,false,true,true,5
35,false,false,false,true,5
36,false,false,true,true,5
37,true,true,true,true,5
38,false,false,true,false,1
39,false,true,false,false,4
40,true,false,true,true,5
41,true,false,false,true,5
