Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,false,3
2,false,true,true,false,4
3,true,true,false,true,4
4,true,true,true,true,4
5,true,true,true,true,4
6,true,true,false,true,4
7,false,true,true,false,4
8,true,false,false,true,5
9,true,false,true,false,0
10,false,true,false,true,0
11,false,true,true,false,4
12,true,true,true,false,4
13,false,false,false,false,3
14,false,true,false,true,3
15,false,false,false,true,5
16,true,false,true,false,0
17,false,true,false,false,4
18,true,true,true,true,4
19,true,true,false,false,4
20,true,false,true,false,0
21,false,true,true,true,0
22,false,true,true,true,0
23,false,false,true,true,5
24,false,true,false,false,4
25,false,true,true,true,4
26,true,false,true,true,5
27,true,true,false,false,4
28,true,true,false,false,4
29,true,true,false,true,4
30,false,false,false,false,3
31,true,true,true,false,4
32,true,false,true,false,0
