Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,true,3
2,false,true,false,false,4
3,true,false,false,false,2
4,true,true,false,false,4
5,false,true,true,true,4
6,false,false,false,true,5
7,true,true,true,false,4
8,true,false,true,false,0
9,false,true,false,false,4
10,true,true,true,false,4
11,true,false,false,true,5
12,true,false,true,true,5
13,false,true,false,true,5
14,false,true,true,false,4
15,false,false,true,false,1
16,true,false,false,false,2
17,true,true,false,false,4
18,false,false,false,false,3
19,false,true,true,true,3
20,true,false,false,false,2
21,false,true,false,true,2
22,false,true,true,false,4
23,false,false,true,true,5
24,false,true,true,true,5
25,true,false,true,true,5
26,true,false,false,true,5
27,true,false,false,true,5
28,false,false,false,true,5
29,false,true,false,false,4
30,true,false,false,true,5
31,true,true,false,false,4
32,false,false,true,false,1
33,false,true,false,true,1
