Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,true,5
2,true,true,false,false,4
3,false,true,false,false,4
4,false,true,false,false,4
5,false,false,false,false,3
6,true,true,true,false,4
7,true,false,true,true,5
8,true,true,false,true,5
9,false,true,false,false,4
10,false,true,false,true,4
11,false,false,false,true,5
12,false,false,false,false,3
13,false,false,true,false,1
14,true,false,false,true,5
15,false,false,false,false,3
16,true,false,true,true,5
17,true,false,false,true,5
18,true,false,true,false,0
