Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,true,3
2,false,true,true,false,4
3,false,false,false,false,3
4,true,true,true,false,4
5,true,true,true,false,4
6,true,true,false,true,4
7,true,false,false,false,2
8,true,false,false,false,2
9,true,false,true,true,5
10,false,false,false,false,3
11,true,false,false,false,2
12,true,true,true,true,2
13,false,true,true,false,4
14,false,false,true,false,1
15,true,false,true,true,5
16,false,false,false,true,5
17,true,true,true,false,4
18,false,true,true,true,4
