Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,true,true,5
2,true,false,false,true,5
3,false,false,false,false,3
4,false,true,false,false,4
5,true,false,true,false,0
6,false,true,true,true,0
7,true,true,true,true,0
8,false,true,false,false,4
9,true,false,false,true,5
10,true,true,true,true,5
11,true,false,false,false,2
12,true,true,true,true,2
13,false,true,false,false,4
14,false,true,false,true,4
15,false,false,false,false,3
16,true,true,false,true,3
17,true,true,true,false,4
18,true,true,false,true,4
19,false,false,true,false,1
20,true,false,true,false,0
21,false,true,false,true,0
22,true,true,true,true,0
23,false,false,false,false,3
24,false,true,false,false,4
25,true,false,true,false,0
26,false,true,true,false,4
27,true,false,true,false,0
28,true,true,true,true,0
29,false,true,false,false,4
30,true,true,true,false,4
31,true,false,true,false,0
32,true,false,false,false,2
33,true,true,true,true,2
34,true,false,false,false,2
35,false,false,true,false,1
36,true,false,false,false,2
