Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,true,3
2,true,true,false,true,3
3,true,false,false,true,5
4,true,false,true,false,0
5,false,false,true,true,5
6,false,false,true,false,1
7,false,false,true,true,5
8,true,true,false,true,5
9,true,false,true,true,5
10,false,true,true,false,4
11,false,false,true,true,5
12,false,true,true,false,4
13,true,true,false,false,4
14,false,true,true,false,4
15,true,false,true,false,0
16,false,true,true,false,4
17,true,true,false,false,4
18,false,true,false,false,4
19,false,false,false,true,5
20,false,true,false,true,5
21,true,true,true,true,5
