Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,false,4
2,false,true,true,true,4
3,false,false,false,true,5
4,true,true,true,false,4
5,false,false,false,true,5
6,false,false,true,false,1
7,false,false,true,true,5
8,true,false,false,true,5
9,true,true,true,false,4
10,false,true,false,true,4
11,true,false,true,false,0
12,false,false,false,true,5
13,false,false,true,false,1
14,true,false,true,true,5
15,true,true,false,false,4
16,true,true,true,false,4
17,false,false,true,true,5
18,true,false,true,true,5
19,true,false,true,true,5
20,true,true,true,true,5
21,false,true,true,true,5
22,true,false,false,false,2
23,true,true,true,true,2
24,true,false,false,false,2
25,true,true,false,true,2
26,true,true,false,true,2
27,false,true,false,false,4
28,true,false,false,true,5
29,false,false,false,true,5
30,false,true,false,false,4
31,false,true,true,false,4
32,false,true,false,false,4
33,true,true,true,true,4
34,false,false,true,true,5
35,false,false,true,true,5
36,true,false,false,false,2
