Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,true,3
2,false,false,false,true,5
3,true,true,false,false,4
4,true,true,false,false,4
5,true,true,false,true,4
6,false,false,false,false,3
7,true,false,false,false,2
8,true,true,false,true,2
9,true,false,true,false,0
10,false,true,true,true,0
11,true,false,true,false,0
12,false,false,false,true,5
13,false,false,true,true,5
14,false,false,true,false,1
15,false,true,false,false,4
16,true,true,false,true,4
17,false,true,true,false,4
18,true,false,true,true,5
19,true,true,false,true,5
20,true,false,false,true,5
21,false,false,false,false,3
22,false,false,false,true,5
23,true,true,false,true,5
24,false,true,true,false,4
25,true,false,true,false,0
26,false,true,true,false,4
27,true,true,true,false,4
