Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,true,3
2,false,true,false,true,3
3,false,true,false,true,3
4,true,false,true,false,0
5,true,false,false,false,2
6,false,false,false,true,5
7,true,false,true,false,0
8,true,false,false,true,5
9,false,false,true,true,5
10,true,true,true,true,5
11,true,false,false,true,5
12,true,false,false,true,5
13,true,false,false,true,5
14,true,true,true,true,5
15,true,true,true,true,5
16,true,false,true,false,0
17,false,true,false,true,0
18,true,false,true,false,0
19,false,false,true,false,1
20,true,true,true,false,4
21,false,false,true,false,1
22,true,false,true,false,0
23,true,false,true,true,5
24,true,false,true,false,0
25,true,true,false,true,0
26,true,true,false,true,0
27,true,true,true,true,0
