Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,true,5
2,true,true,true,false,4
3,true,false,false,false,2
4,true,true,false,false,4
5,false,true,false,false,4
6,true,true,true,false,4
7,true,false,false,false,2
8,true,false,true,false,0
9,false,false,true,true,5
10,false,false,true,false,1
11,true,true,true,true,1
12,false,true,true,true,1
13,true,true,true,false,4
14,true,false,false,true,5
15,true,false,false,true,5
16,false,false,true,true,5
17,true,false,false,false,2
18,false,false,false,false,3
19,false,false,false,false,3
20,false,true,true,false,4
21,false,true,true,false,4
22,true,true,true,true,4
23,true,false,true,true,5
24,false,true,true,true,5
25,false,false,true,true,5
26,true,true,true,true,5
27,false,true,true,false,4
28,true,true,true,true,4
29,false,false,false,false,3
30,false,true,true,true,3
31,true,false,false,true,5
32,false,true,true,true,5
33,true,false,false,true,5
34,false,true,false,true,5
35,false,true,false,true,5
36,true,true,true,true,5
37,false,true,false,false,4
38,true,true,false,true,4
39,false,false,true,false,1
40,true,true,false,true,1
41,true,true,true,true,1
42,true,false,true,true,5
