Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,false,3
2,false,true,true,true,3
3,true,false,false,true,5
4,false,true,false,false,4
5,true,true,true,false,4
6,false,false,true,false,1
7,true,false,true,false,0
8,false,false,true,false,1
9,true,true,true,false,4
10,true,true,true,true,4
11,true,false,false,true,5
12,false,false,true,false,1
13,true,true,false,true,1
14,true,true,true,false,4
15,false,false,true,true,5
16,true,true,true,false,4
17,false,false,true,false,1
18,false,true,false,true,1
19,false,false,true,false,1
