Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,true,3
2,true,false,true,false,0
3,false,true,true,false,4
4,true,false,false,true,5
5,false,false,false,false,3
6,true,false,true,false,0
7,false,false,false,true,5
8,false,true,true,false,4
9,false,false,false,false,3
10,true,false,false,true,5
11,true,false,false,true,5
12,false,true,true,true,5
13,true,true,true,true,5
14,true,true,true,false,4
15,false,false,true,false,1
16,false,false,true,true,5
17,false,true,false,false,4
18,true,false,true,true,5
19,false,true,false,false,4
20,false,true,true,true,4
21,false,false,true,true,5
22,true,true,false,true,5
23,false,true,true,false,4
24,true,false,false,true,5
25,false,true,true,false,4
26,true,true,true,true,4
