Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,true,true,5
2,false,false,false,false,3
3,false,false,false,false,3
4,false,true,true,false,4
5,false,false,false,true,5
6,true,false,false,true,5
7,true,true,true,false,4
8,false,true,false,true,4
9,false,true,false,false,4
10,false,true,false,false,4
11,false,true,true,true,4
12,true,true,false,true,4
13,true,true,true,false,4
14,false,true,true,false,4
15,false,true,false,true,4
16,true,true,true,true,4
