Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,false,true,3
2,true,false,true,true,5
3,true,false,true,false,0
4,false,true,true,false,4
5,true,false,false,true,5
6,true,false,true,true,5
7,false,true,true,false,4
8,false,false,false,true,5
9,false,true,true,true,5
10,true,false,true,false,0
11,true,false,true,false,0
12,false,false,true,true,5
13,false,false,false,true,5
14,true,true,false,true,5
15,false,false,true,true,5
16,false,false,true,false,1
17,false,true,true,false,4
18,false,true,false,true,4
19,true,true,true,true,4
20,false,true,true,false,4
21,false,false,true,true,5
22,false,false,true,false,1
23,true,false,false,false,2
24,true,false,false,true,5
25,true,false,false,false,2
26,false,false,true,false,1
27,false,false,false,false,3
28,true,false,true,true,5
