Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,true,true,true,3
2,false,true,true,true,3
3,true,true,true,true,3
4,false,true,false,false,4
5,true,true,false,false,4
6,false,false,true,false,1
7,false,false,true,true,5
8,true,false,false,false,2
9,true,true,true,false,4
10,false,false,true,false,1
11,false,true,true,true,1
12,true,true,true,false,4
13,false,true,false,false,4
14,false,false,false,false,3
15,true,true,false,true,3
16,true,true,false,true,3
17,false,false,true,false,1
18,true,false,true,false,0
19,false,false,true,true,5
20,false,true,true,false,4
21,false,true,true,false,4
22,true,true,true,false,4
23,false,false,false,true,5
