Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,true,false,false,false,2
2,false,true,true,true,2
3,false,false,true,true,5
4,true,false,true,false,0
5,true,false,false,false,2
6,false,true,false,true,2
7,false,false,true,true,5
8,true,false,false,false,2
9,false,false,false,true,5
10,true,false,true,true,5
11,true,true,false,false,4
12,false,true,true,true,4
13,true,true,true,true,4
14,true,false,false,false,2
15,true,false,false,false,2
16,true,false,true,false,0
17,false,true,false,true,0
18,true,true,false,false,4
19,true,false,true,false,0
20,false,true,false,false,4
21,false,true,false,false,4
22,false,true,false,true,4
23,false,false,true,true,5
