Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,false,false,true,5
2,true,true,true,false,4
3,true,false,false,true,5
4,true,true,true,true,5
5,false,true,true,true,5
6,true,true,true,true,5
7,false,false,true,false,1
8,false,true,false,false,4
9,true,true,false,false,4
10,true,true,true,true,4
11,true,true,false,false,4
12,true,false,false,false,2
13,false,true,false,true,2
14,true,true,false,false,4
15,true,true,true,false,4
16,false,false,false,false,3
17,true,true,false,true,3
18,false,false,false,false,3
19,true,true,false,true,3
20,true,true,false,true,3
21,false,true,false,true,3
22,true,false,false,false,2
23,false,false,false,true,5
24,false,true,true,true,5
25,true,false,true,true,5
26,true,true,false,true,5
27,true,true,true,true,5
28,true,true,false,false,4
29,true,false,false,true,5
30,false,true,true,false,4
31,false,true,false,false,4
32,true,false,false,false,2
33,true,true,false,true,2
