Time,The_Left_Command,The_Left_Priority_Button,The_Right_Command,The_Right_Priority_Button,The_Command_In_Control_Output
0,false,false,false,false,3
1,false,true,true,true,3
2,true,false,false,true,5
3,false,true,false,true,5
4,false,true,false,false,4
5,false,true,false,true,4
6,true,false,true,true,5
7,true,false,true,true,5
8,true,true,false,true,5
9,true,false,false,true,5
10,true,true,false,false,4
11,false,false,false,false,3
12,false,true,false,false,4
13,true,false,false,false,2
14,true,false,true,false,0
15,true,false,false,true,5
16,false,true,true,true,5
17,false,true,true,true,5
18,false,false,false,false,3
19,true,false,false,false,2
20,false,true,true,false,4
21,false,true,true,false,4
22,false,false,true,false,1
23,false,true,false,true,1
24,true,true,false,true,1
25,false,false,false,true,5
26,true,true,true,true,5
27,true,false,true,false,0
28,false,false,false,true,5
29,true,true,true,true,5
30,true,false,true,false,0
31,false,false,true,false,1
32,false,false,false,true,5
33,true,false,true,true,5
34,false,true,true,true,5
35,false,true,false,true,5
36,true,true,false,false,4
37,true,false,true,false,0
38,false,true,false,false,4
39,false,true,false,true,4
40,true,true,false,true,4
41,false,true,false,false,4
42,true,true,true,true,4
43,false,true,false,true,4
44,false,true,false,false,4
45,false,true,false,true,4
46,false,false,false,false,3
47,true,true,false,false,4
